chr,start,end,gene_id,gene_type,gene_name
5,101479781,101482276,ENSG00000248261.1,lincRNA,CTD-2333K2.1
5,101569690,101632253,ENSG00000173930.8,protein_coding,SLCO4C1
5,101707486,101834720,ENSG00000205359.5,protein_coding,SLCO6A1
5,101917072,101953293,ENSG00000250958.1,lincRNA,LINC00492
5,101941339,101941901,ENSG00000247402.2,lincRNA,CTD-2340E1.2
5,101944860,102007263,ENSG00000250682.1,lincRNA,LINC00491
5,102089685,102366809,ENSG00000145730.15,protein_coding,PAM
5,102421704,102455855,ENSG00000145723.12,protein_coding,GIN1
5,102455853,102538937,ENSG00000145725.11,protein_coding,PPIP5K2
5,102594403,102614361,ENSG00000181751.5,protein_coding,C5orf30
5,102744642,102748212,ENSG00000250567.1,lincRNA,CTD-2154H6.1
5,102865377,102877686,ENSG00000248757.1,lincRNA,CTD-2193G5.1
5,102884556,102898494,ENSG00000112874.5,protein_coding,NUDT12
5,103415612,103441104,ENSG00000251026.1,lincRNA,RP11-138J23.1
5,103716257,103716740,ENSG00000250165.1,lincRNA,RP11-313L6.1
5,103718999,104728671,ENSG00000251574.2,lincRNA,RP11-6N13.1
5,104109342,104135473,ENSG00000253776.1,lincRNA,RP11-6N13.4
5,104253193,104582065,ENSG00000253584.1,lincRNA,CTD-2374C24.1
5,106150898,106346715,ENSG00000251027.1,lincRNA,CTC-254B4.1
5,106712590,107006596,ENSG00000184349.8,protein_coding,EFNA5
5,107035536,107052542,ENSG00000249959.1,lincRNA,RP11-252I13.2
5,107194736,107717799,ENSG00000145743.10,protein_coding,FBXL17
5,108083523,108532542,ENSG00000151422.8,protein_coding,FER
5,108572821,108662070,ENSG00000249476.1,lincRNA,CTD-2587M2.1
5,108670410,108745695,ENSG00000198961.5,protein_coding,PJA2
5,108803054,108803653,ENSG00000251367.1,lincRNA,RP11-231G15.2
5,108806544,108807287,ENSG00000248876.1,lincRNA,RP11-231G15.3
5,108833578,108834809,ENSG00000248440.1,lincRNA,RP11-231G15.1
5,109025067,109205326,ENSG00000112893.5,protein_coding,MAN2A1
5,109218883,109220452,ENSG00000254106.1,protein_coding,AC011366.3
5,109624934,110074657,ENSG00000186952.10,protein_coding,TMEM232
5,110073837,110100857,ENSG00000164209.11,protein_coding,SLC25A46
5,110405760,110413722,ENSG00000145777.10,protein_coding,TSLP
5,110427414,110466200,ENSG00000134987.7,protein_coding,WDR36
5,110559351,110830584,ENSG00000152495.6,protein_coding,CAMK4
5,110831731,110848288,ENSG00000164211.8,protein_coding,STARD4
5,110847924,111075423,ENSG00000246859.2,lincRNA,CTC-426B10.1
5,110998318,111333161,ENSG00000134986.9,protein_coding,NREP
5,111478138,111755013,ENSG00000129595.7,protein_coding,EPB41L4A
5,111964133,111967797,ENSG00000250358.1,lincRNA,RP11-159K7.2
5,112043195,112181936,ENSG00000134982.11,protein_coding,APC
5,112162910,112203279,ENSG00000258864.1,protein_coding,CTC-554D6.1
5,112196885,112228776,ENSG00000153037.7,protein_coding,SRP19
5,112212084,112258236,ENSG00000129625.8,protein_coding,REEP5
5,112227313,112228791,ENSG00000212643.1,protein_coding,ZRSR1
5,112312399,112356667,ENSG00000172795.11,protein_coding,DCP2
5,112357796,112824527,ENSG00000171444.12,protein_coding,MCC
5,112768251,112770728,ENSG00000212122.3,protein_coding,TSSK1B
5,112849380,112930982,ENSG00000047188.10,protein_coding,YTHDC2
5,113391703,113392871,ENSG00000251628.1,lincRNA,RP11-371M22.1
5,113696666,113832321,ENSG00000080709.9,protein_coding,KCNN2
5,113911738,113915667,ENSG00000251542.1,lincRNA,CTC-313D10.1
5,114366970,114367591,ENSG00000251132.1,lincRNA,RP11-438C19.2
5,114423589,114424172,ENSG00000250242.1,lincRNA,RP11-438C19.1
5,114460459,114516243,ENSG00000152503.5,protein_coding,TRIM36
5,114539713,114541943,ENSG00000248175.1,lincRNA,CTC-428G20.3
5,114546527,114598569,ENSG00000164219.5,protein_coding,PGGT1B
5,114602885,114632528,ENSG00000164221.8,protein_coding,CCDC112
5,114856608,114880591,ENSG00000145780.6,protein_coding,FEM1C
5,114914339,114961876,ENSG00000243414.4,protein_coding,TICAM2
5,114914339,114961858,ENSG00000251201.4,protein_coding,TMED7-TICAM2
5,114949205,114968689,ENSG00000134970.13,protein_coding,TMED7
5,115027159,115027864,ENSG00000249021.1,lincRNA,CTC-505O3.3
5,115091341,115091983,ENSG00000248709.1,lincRNA,CTC-505O3.2
5,115140430,115152651,ENSG00000129596.4,protein_coding,CDO1
5,115163893,115177555,ENSG00000145782.8,protein_coding,ATG12
5,115177178,115249778,ENSG00000177879.10,protein_coding,AP3S1
5,115298151,115394680,ENSG00000172901.13,protein_coding,LVRN
5,115420688,115748459,ENSG00000145781.4,protein_coding,COMMD10
5,115638051,115639831,ENSG00000250015.1,lincRNA,CTC-339F2.2
5,115779312,115910630,ENSG00000092421.12,protein_coding,SEMA6A
5,115910178,115927094,ENSG00000249167.1,lincRNA,CTB-118N6.2
5,116078687,116097905,ENSG00000251311.1,lincRNA,RP11-249M12.2
5,116156689,116165883,ENSG00000249150.1,lincRNA,CTC-472C24.1
5,116366896,116374265,ENSG00000250949.1,lincRNA,RP11-492L8.2
5,116751205,116881993,ENSG00000248663.2,lincRNA,CTC-504A5.1
5,117260703,117601730,ENSG00000249797.1,lincRNA,CTD-3179P9.1
5,117618270,117620477,ENSG00000250427.1,lincRNA,CTD-3179P9.2
5,117803851,117897812,ENSG00000250891.1,lincRNA,CTD-2281M20.1
5,117911270,117917019,ENSG00000249551.1,lincRNA,RP11-2N5.2
5,117931883,117963787,ENSG00000249128.1,lincRNA,RP11-2N5.1
5,118096169,118121154,ENSG00000249426.1,lincRNA,CTC-448D22.1
5,118173017,118324240,ENSG00000169570.4,protein_coding,DTWD2
5,118373467,118584833,ENSG00000172869.10,protein_coding,DMXL1
5,118604387,118730294,ENSG00000145779.6,protein_coding,TNFAIP8
5,118788138,118878028,ENSG00000133835.9,protein_coding,HSD17B4
5,118965254,118971517,ENSG00000164334.10,protein_coding,FAM170A
5,119581143,119669197,ENSG00000251293.1,lincRNA,CTC-552D5.1
5,119681602,119740532,ENSG00000261036.1,lincRNA,RP11-574H6.1
5,119799973,120023027,ENSG00000184838.10,protein_coding,PRR16
5,120116913,120126473,ENSG00000248927.1,lincRNA,CTD-2334D19.1
5,120658245,120661532,ENSG00000229855.2,lincRNA,CTC-546K23.1
5,121187650,121188519,ENSG00000181867.1,protein_coding,FTMT
5,121297656,121411265,ENSG00000151304.5,protein_coding,SRFBP1
5,121398890,121414206,ENSG00000113083.7,protein_coding,LOX
5,121465208,121515312,ENSG00000164185.4,protein_coding,ZNF474
5,121647049,121799914,ENSG00000064692.12,protein_coding,SNCAIP
5,121656986,121659053,ENSG00000249621.1,lincRNA,CTD-2544H17.1
5,121964647,122066380,ENSG00000251538.1,lincRNA,RP11-166A12.1
5,122110691,122165803,ENSG00000205302.2,protein_coding,SNX2
5,122179134,122365049,ENSG00000064652.6,protein_coding,SNX24
5,122358945,122372436,ENSG00000168938.5,protein_coding,PPIC
5,122424816,122523745,ENSG00000061455.9,protein_coding,PRDM6
5,122680579,122759286,ENSG00000168944.10,protein_coding,CEP120
5,122847793,122952739,ENSG00000151292.13,protein_coding,CSNK1G3
5,123641923,123740772,ENSG00000253807.1,lincRNA,RP11-93O7.5
5,123731296,123736088,ENSG00000251421.1,lincRNA,CTC-369A16.2
5,123731640,123736348,ENSG00000251662.2,lincRNA,CTC-369A16.3
5,123791066,123795791,ENSG00000248600.1,lincRNA,CTD-2308B18.4
5,123795605,123796242,ENSG00000251214.1,lincRNA,CTD-2308B18.1
5,123805284,123805594,ENSG00000250438.1,lincRNA,CTD-2308B18.2
5,123828468,123872041,ENSG00000248296.1,lincRNA,CTD-2308B18.3
5,123972608,124084500,ENSG00000168916.10,protein_coding,ZNF608
5,124043520,124046430,ENSG00000249112.1,protein_coding,RP11-43D2.2
5,124165165,124165983,ENSG00000248443.1,lincRNA,RP11-284A20.3
5,124204665,124205607,ENSG00000249261.1,lincRNA,RP11-284A20.2
5,124255640,124257291,ENSG00000249423.1,lincRNA,RP11-284A20.1
5,124372524,124377932,ENSG00000250411.1,lincRNA,RP11-257I8.2
5,124443897,124485622,ENSG00000249365.1,lincRNA,RP11-508M8.1
5,124537581,124538223,ENSG00000248631.1,lincRNA,RP11-425E13.1
5,124704261,124704842,ENSG00000249932.1,lincRNA,RP11-395P13.2
5,124704456,124705035,ENSG00000248147.1,lincRNA,RP11-395P13.1
5,124705858,124706617,ENSG00000249677.1,lincRNA,RP11-395P13.3
5,124712527,124713132,ENSG00000250402.1,lincRNA,RP11-395P13.4
5,124718552,124719148,ENSG00000250269.1,lincRNA,RP11-395P13.5
5,124731072,124731673,ENSG00000251554.1,lincRNA,RP11-395P13.6
5,124828954,124937920,ENSG00000260192.1,lincRNA,RP11-756H20.1
5,125412493,125615493,ENSG00000248752.1,lincRNA,RP11-114J13.1
5,125515270,125529543,ENSG00000248107.1,lincRNA,CTC-339D2.1
5,125695824,125832186,ENSG00000155324.4,protein_coding,GRAMD3
5,125877533,125931110,ENSG00000164904.9,protein_coding,ALDH7A1
5,125935960,125962944,ENSG00000164902.8,protein_coding,PHAX
5,125967414,125971979,ENSG00000196900.4,protein_coding,C5orf48
5,126087655,126112178,ENSG00000251072.2,lincRNA,RP11-434D11.4
5,126112315,126172712,ENSG00000113368.6,protein_coding,LMNB1
5,126203406,126366500,ENSG00000173926.5,protein_coding,MARCH3
5,126378250,126409184,ENSG00000164241.8,protein_coding,C5orf63
5,126626523,126801429,ENSG00000145794.12,protein_coding,MEGF10
5,126853301,126890782,ENSG00000164244.14,protein_coding,PRRC1
5,126984736,126994322,ENSG00000205279.4,protein_coding,CTXN3
5,127039082,127277326,ENSG00000230561.3,lincRNA,CTC-228N24.1
5,127174178,127193496,ENSG00000250603.1,lincRNA,CTC-228N24.2
5,127276118,127418792,ENSG00000245937.2,lincRNA,CTC-228N24.3
5,127419458,127525380,ENSG00000064651.9,protein_coding,SLC12A2
5,127593601,127994878,ENSG00000138829.6,protein_coding,FBN2
5,127873706,128369335,ENSG00000113396.8,protein_coding,SLC27A6
5,128430386,128449721,ENSG00000066583.6,protein_coding,ISOC1
5,128795958,129074376,ENSG00000145808.4,protein_coding,ADAMTS19
5,129083772,129102425,ENSG00000186367.5,protein_coding,KIAA1024L
5,129240165,129522327,ENSG00000198108.3,protein_coding,CHSY3
5,130494720,130507428,ENSG00000169567.7,protein_coding,HINT1
5,130506503,130541119,ENSG00000186687.11,protein_coding,LYRM7
5,130581186,130734140,ENSG00000158985.9,protein_coding,CDC42SE2
5,130759614,130970929,ENSG00000158987.13,protein_coding,RAPGEF6
5,130761584,131132756,ENSG00000217128.5,protein_coding,FNIP1
5,131142683,131347936,ENSG00000164398.8,protein_coding,ACSL6
5,131396222,131398897,ENSG00000164399.4,protein_coding,IL3
5,131409483,131411859,ENSG00000164400.4,protein_coding,CSF2
5,131514927,131516821,ENSG00000224015.1,lincRNA,AC063976.3
5,131527531,131631008,ENSG00000072682.12,protein_coding,P4HA2
5,131593364,131609147,ENSG00000131435.8,protein_coding,PDLIM4
5,131630136,131679899,ENSG00000197208.5,protein_coding,SLC22A4
5,131705444,131731306,ENSG00000197375.7,protein_coding,SLC22A5
5,131746328,131811736,ENSG00000197536.6,protein_coding,C5orf56
5,131817301,131826490,ENSG00000125347.8,protein_coding,IRF1
5,131877136,131892530,ENSG00000113525.5,protein_coding,IL5
5,131891711,131980313,ENSG00000113522.9,protein_coding,RAD50
5,131991955,131996802,ENSG00000169194.5,protein_coding,IL13
5,132009678,132018368,ENSG00000113520.6,protein_coding,IL4
5,132028368,132073330,ENSG00000131437.9,protein_coding,KIF3A
5,132083137,132089856,ENSG00000205089.3,protein_coding,CCNI2
5,132086509,132142933,ENSG00000164402.9,protein_coding,SEPT8
5,132149033,132152488,ENSG00000198944.4,protein_coding,SOWAHA
5,132157833,132166590,ENSG00000164403.9,protein_coding,SHROOM1
5,132196873,132202576,ENSG00000164404.4,protein_coding,GDF9
5,132202252,132203723,ENSG00000164405.6,protein_coding,UQCRQ
5,132208014,132210738,ENSG00000164406.7,protein_coding,LEAP2
5,132211071,132299326,ENSG00000072364.8,protein_coding,AFF4
5,132332677,132362296,ENSG00000155329.7,protein_coding,ZCCHC10
5,132387654,132442141,ENSG00000170606.8,protein_coding,HSPA4
5,132446747,132450167,ENSG00000251616.1,lincRNA,RP11-485M7.3
5,132532147,132948255,ENSG00000053108.11,protein_coding,FSTL4
5,133249368,133252960,ENSG00000249073.1,lincRNA,CTD-2131I18.1
5,133291201,133304478,ENSG00000113583.5,protein_coding,C5orf15
5,133307606,133340824,ENSG00000213585.6,protein_coding,VDAC1
5,133450402,133487556,ENSG00000081059.14,protein_coding,TCF7
5,133492082,133561762,ENSG00000113558.12,protein_coding,SKP1
5,133530025,133561833,ENSG00000113575.5,protein_coding,PPP2CA
5,133541305,133706738,ENSG00000006837.6,protein_coding,CDKL3
5,133706870,133727683,ENSG00000119048.3,protein_coding,UBE2B
5,133737778,133747589,ENSG00000237190.3,protein_coding,CDKN2AIPNL
5,133764742,133796306,ENSG00000250564.1,lincRNA,RP11-215P8.4
5,133772402,133828210,ENSG00000250994.1,lincRNA,AC005355.1
5,133842243,133844415,ENSG00000251169.1,lincRNA,AC005355.2
5,133860003,133918918,ENSG00000043143.14,protein_coding,PHF15
5,133934233,133984961,ENSG00000152700.8,protein_coding,SAR1B
5,133984479,134063513,ENSG00000113615.8,protein_coding,SEC24A
5,134074191,134087847,ENSG00000164615.3,protein_coding,CAMLG
5,134094469,134190823,ENSG00000145833.10,protein_coding,DDX46
5,134181370,134195427,ENSG00000181904.8,protein_coding,C5orf24
5,134209460,134237323,ENSG00000113621.9,protein_coding,TXNDC15
5,134240596,134343649,ENSG00000132570.10,protein_coding,PCBD2
5,134303596,134347392,ENSG00000152705.6,protein_coding,CATSPER3
5,134362615,134370503,ENSG00000069011.10,protein_coding,PITX1
5,134368970,134691744,ENSG00000224186.3,protein_coding,CTC-203F4.1
5,134374528,134375737,ENSG00000249082.1,lincRNA,CTC-276P9.1
5,134456216,134475371,ENSG00000248753.1,lincRNA,CTC-276P9.2
5,134460070,134466939,ENSG00000248482.1,lincRNA,CTC-276P9.3
5,134571924,134583869,ENSG00000249647.2,protein_coding,CTC-349C3.2
5,134669590,134735604,ENSG00000113648.12,protein_coding,H2AFY
5,134779904,134783038,ENSG00000251380.1,protein_coding,C5orf20
5,134779908,134788089,ENSG00000255833.1,protein_coding,TIFAB
5,134869991,134871639,ENSG00000181965.4,protein_coding,NEUROG1
5,134906373,134914969,ENSG00000145824.8,protein_coding,CXCL14
5,134984273,134989624,ENSG00000251045.1,lincRNA,CTC-321K16.4
5,135148356,135162271,ENSG00000250378.1,lincRNA,RP11-119J18.1
5,135170338,135224326,ENSG00000145832.8,protein_coding,SLC25A48
5,135227935,135231516,ENSG00000145839.1,protein_coding,IL9
5,135236042,135253850,ENSG00000253927.1,lincRNA,GS1-39E22.1
5,135257968,135290723,ENSG00000145826.4,protein_coding,LECT2
5,135364584,135399507,ENSG00000120708.9,protein_coding,TGFBI
5,135468534,135524435,ENSG00000113658.11,protein_coding,SMAD5
5,135548999,135701225,ENSG00000069018.12,protein_coding,TRPC7
5,135802366,135855987,ENSG00000249803.1,lincRNA,RP11-114H21.2
5,136070616,136090375,ENSG00000250284.1,lincRNA,CTB-1I21.1
5,136310987,136934068,ENSG00000152377.8,protein_coding,SPOCK1
5,136953189,137071779,ENSG00000146021.10,protein_coding,KLHL3
5,137087075,137090039,ENSG00000177733.4,protein_coding,HNRNPA0
5,137203480,137223540,ENSG00000120729.5,protein_coding,MYOT
5,137223657,137278436,ENSG00000078795.12,protein_coding,PKD2L2
5,137273649,137387650,ENSG00000031003.6,protein_coding,FAM13B
5,137368463,137372955,ENSG00000246323.2,lincRNA,RP11-325L7.1
5,137374888,137375668,ENSG00000250260.1,lincRNA,RP11-325L7.2
5,137419581,137428054,ENSG00000061492.7,protein_coding,WNT8A
5,137450866,137475132,ENSG00000112981.3,protein_coding,NME5
5,137475455,137514675,ENSG00000112983.12,protein_coding,BRD8
5,137514408,137523404,ENSG00000112984.7,protein_coding,KIF20A
5,137523339,137549032,ENSG00000094880.6,protein_coding,CDC23
5,137588068,137610360,ENSG00000146013.6,protein_coding,GFRA3
5,137620954,137674044,ENSG00000158402.13,protein_coding,CDC25C
5,137667624,137685416,ENSG00000120709.6,protein_coding,FAM53C
5,137688285,137772717,ENSG00000120733.8,protein_coding,KDM3B
5,137774706,137782658,ENSG00000132563.11,protein_coding,REEP2
5,137801169,137805004,ENSG00000120738.6,protein_coding,EGR1
5,137841784,137878989,ENSG00000120705.8,protein_coding,ETF1
5,137890571,137911133,ENSG00000113013.7,protein_coding,HSPA9
5,137946656,138270723,ENSG00000044115.14,protein_coding,CTNNA1
5,138208179,138211057,ENSG00000146006.5,protein_coding,LRRTM2
5,138282409,138629246,ENSG00000120725.7,protein_coding,SIL1
5,138609441,138667360,ENSG00000015479.12,protein_coding,MATR3
5,138677276,138705406,ENSG00000120727.6,protein_coding,PAIP2
5,138702885,138720242,ENSG00000170482.11,protein_coding,SLC23A1
5,138723169,138725770,ENSG00000170476.11,protein_coding,RP11-1280I22.1
5,138727635,138730885,ENSG00000228672.2,protein_coding,C5orf65
5,138732252,138739777,ENSG00000170469.6,protein_coding,SPATA24
5,138744279,138780180,ENSG00000170464.5,protein_coding,DNAJC18
5,138784245,138842328,ENSG00000249751.1,protein_coding,ECSCR
5,138855119,138862520,ENSG00000184584.8,protein_coding,TMEM173
5,138906016,139008018,ENSG00000131508.11,protein_coding,UBE2D2
5,139026884,139063467,ENSG00000171604.7,protein_coding,CXXC5
5,139028584,139029313,ENSG00000250635.1,lincRNA,CTD-3224K15.2
5,139064230,139124595,ENSG00000249526.1,lincRNA,CTB-35F21.1
5,139120934,139125808,ENSG00000249131.1,lincRNA,CTB-35F21.2
5,139152113,139154991,ENSG00000251387.1,lincRNA,CTB-35F21.3
5,139175406,139224051,ENSG00000146005.3,protein_coding,PSD2
5,139226364,139422884,ENSG00000158458.14,protein_coding,NRG2
5,139452442,139488215,ENSG00000245146.2,lincRNA,CTB-131B5.4
5,139487362,139496321,ENSG00000185129.4,protein_coding,PURA
5,139505521,139508391,ENSG00000182700.3,protein_coding,IGIP
5,139536904,139548370,ENSG00000254363.1,lincRNA,CTB-131B5.5
5,139554227,139661637,ENSG00000120306.5,protein_coding,CYSTM1
5,139624624,139682706,ENSG00000113068.5,protein_coding,PFDN1
5,139712428,139726216,ENSG00000113070.6,protein_coding,HBEGF
5,139739787,139754722,ENSG00000113073.9,protein_coding,SLC4A9
5,139781399,139929163,ENSG00000131503.15,protein_coding,ANKHD1
5,139781493,139929154,ENSG00000254996.1,protein_coding,ANKHD1-EIF4EBP3
5,139927251,139929163,ENSG00000243056.1,protein_coding,EIF4EBP3
5,139929752,139937895,ENSG00000213523.4,protein_coding,SRA1
5,139937853,139973337,ENSG00000113108.13,protein_coding,APBB3
5,139944041,139948688,ENSG00000176087.9,protein_coding,SLC35A4
5,140011313,140013286,ENSG00000170458.9,protein_coding,CD14
5,140018325,140027370,ENSG00000131495.4,protein_coding,NDUFA2
5,140019012,140024993,ENSG00000113119.8,protein_coding,TMCO6
5,140026643,140042064,ENSG00000113141.9,protein_coding,IK
5,140044261,140053709,ENSG00000120314.14,protein_coding,WDR55
5,140050379,140053171,ENSG00000256453.1,protein_coding,DND1
5,140052758,140071609,ENSG00000170445.8,protein_coding,HARS
5,140071011,140078889,ENSG00000112855.9,protein_coding,HARS2
5,140079747,140086266,ENSG00000146007.5,protein_coding,ZMAT2
5,140165876,140391929,ENSG00000204970.5,protein_coding,PCDHA1
5,140174444,140391929,ENSG00000204969.5,protein_coding,PCDHA2
5,140180783,140391929,ENSG00000255408.2,protein_coding,PCDHA3
5,140186659,140391929,ENSG00000204967.6,protein_coding,PCDHA4
5,140201222,140391929,ENSG00000204965.4,protein_coding,PCDHA5
5,140207563,140391929,ENSG00000081842.13,protein_coding,PCDHA6
5,140213969,140391929,ENSG00000204963.4,protein_coding,PCDHA7
5,140220907,140391929,ENSG00000204962.4,protein_coding,PCDHA8
5,140227048,140391929,ENSG00000204961.5,protein_coding,PCDHA9
5,140235595,140391929,ENSG00000250120.2,protein_coding,PCDHA10
5,140240341,140243224,ENSG00000249034.1,protein_coding,AC005609.1
5,140248689,140391929,ENSG00000249158.2,protein_coding,PCDHA11
5,140255058,140391929,ENSG00000251664.2,protein_coding,PCDHA12
5,140261793,140391929,ENSG00000239389.3,protein_coding,PCDHA13
5,140306302,140391929,ENSG00000248383.3,protein_coding,PCDHAC1
5,140345820,140391936,ENSG00000243232.3,protein_coding,PCDHAC2
5,140430979,140433512,ENSG00000171815.3,protein_coding,PCDHB1
5,140474227,140476962,ENSG00000112852.4,protein_coding,PCDHB2
5,140480234,140483406,ENSG00000113205.2,protein_coding,PCDHB3
5,140501581,140505201,ENSG00000081818.1,protein_coding,PCDHB4
5,140514800,140517703,ENSG00000113209.5,protein_coding,PCDHB5
5,140529683,140532868,ENSG00000113211.2,protein_coding,PCDHB6
5,140535577,140538639,ENSG00000255622.1,protein_coding,AC005754.1
5,140552243,140555957,ENSG00000113212.3,protein_coding,PCDHB7
5,140557371,140560081,ENSG00000120322.2,protein_coding,PCDHB8
5,140560980,140565793,ENSG00000196963.2,protein_coding,PCDHB16
5,140571942,140575215,ENSG00000120324.4,protein_coding,PCDHB10
5,140579183,140582618,ENSG00000197479.3,protein_coding,PCDHB11
5,140588269,140591696,ENSG00000120328.3,protein_coding,PCDHB12
5,140593509,140596993,ENSG00000187372.8,protein_coding,PCDHB13
5,140602931,140605858,ENSG00000120327.4,protein_coding,PCDHB14
5,140625147,140627799,ENSG00000113248.3,protein_coding,PCDHB15
5,140682196,140683612,ENSG00000120329.4,protein_coding,SLC25A2
5,140698057,140700330,ENSG00000178913.5,protein_coding,TAF7
5,140710252,140892546,ENSG00000204956.4,protein_coding,PCDHGA1
5,140718539,140892546,ENSG00000081853.13,protein_coding,PCDHGA2
5,140723601,140892546,ENSG00000254245.1,protein_coding,PCDHGA3
5,140729828,140892546,ENSG00000254221.1,protein_coding,PCDHGB1
5,140734768,140892546,ENSG00000262576.1,protein_coding,PCDHGA4
5,140739703,140892546,ENSG00000253910.1,protein_coding,PCDHGB2
5,140743898,140892546,ENSG00000253485.1,protein_coding,PCDHGA5
5,140749831,140892546,ENSG00000262209.1,protein_coding,PCDHGB3
5,140753651,140892546,ENSG00000253731.1,protein_coding,PCDHGA6
5,140762467,140892546,ENSG00000253537.1,protein_coding,PCDHGA7
5,140767452,140892546,ENSG00000253953.1,protein_coding,PCDHGB4
5,140772381,140892546,ENSG00000253767.1,protein_coding,PCDHGA8
5,140782520,140892546,ENSG00000261934.1,protein_coding,PCDHGA9
5,140787770,140892546,ENSG00000253305.1,protein_coding,PCDHGB6
5,140792743,140892546,ENSG00000253846.1,protein_coding,PCDHGA10
5,140797427,140892546,ENSG00000254122.1,protein_coding,PCDHGB7
5,140800762,140891835,ENSG00000253873.1,protein_coding,PCDHGA11
5,140810185,140892546,ENSG00000253159.1,protein_coding,PCDHGA12
5,140855580,140892542,ENSG00000240184.2,protein_coding,PCDHGC3
5,140864741,140892546,ENSG00000242419.1,protein_coding,PCDHGC4
5,140868808,140892546,ENSG00000240764.2,protein_coding,PCDHGC5
5,140894583,140998622,ENSG00000131504.10,protein_coding,DIAPH1
5,141000443,141016437,ENSG00000171720.4,protein_coding,HDAC3
5,141013251,141061788,ENSG00000120318.10,protein_coding,ARAP3
5,141016517,141020644,ENSG00000164620.4,protein_coding,RELL2
5,141018869,141030986,ENSG00000197948.5,protein_coding,FCHSD1
5,141232938,141258811,ENSG00000156453.9,protein_coding,PCDH1
5,141303373,141321612,ENSG00000081791.4,protein_coding,KIAA0141
5,141323150,141349304,ENSG00000113555.4,protein_coding,PCDH12
5,141337893,141369856,ENSG00000013561.13,protein_coding,RNF14
5,141371314,141392606,ENSG00000113552.11,protein_coding,GNPDA1
5,141488070,141534008,ENSG00000131507.7,protein_coding,NDFIP1
5,141689992,141706020,ENSG00000187678.7,protein_coding,SPRY4
5,141971743,142077617,ENSG00000113578.13,protein_coding,FGF1
5,142083347,142084986,ENSG00000261757.1,lincRNA,AC005592.3
5,142125165,142140563,ENSG00000236714.1,lincRNA,AC005592.1
5,142149949,142608576,ENSG00000145819.10,protein_coding,ARHGAP26
5,142657496,142815077,ENSG00000113580.9,protein_coding,NR3C1
5,142869420,142910915,ENSG00000249429.1,lincRNA,CTD-2050E21.1
5,142938784,142942113,ENSG00000251205.2,lincRNA,CTD-2050E21.2
5,143191726,143200284,ENSG00000158497.2,protein_coding,HMHB1
5,143537723,143550278,ENSG00000145817.10,protein_coding,YIPF5
5,143550396,143856944,ENSG00000183775.4,protein_coding,KCTD16
5,144602173,144608545,ENSG00000251031.1,lincRNA,CTC-367F4.1
5,144717495,144761233,ENSG00000250842.1,lincRNA,CTC-806A22.1
5,144809431,144830662,ENSG00000248125.1,lincRNA,CTB-73N10.1
5,144851362,145214932,ENSG00000186314.7,protein_coding,PRELID2
5,145239296,145252531,ENSG00000204928.1,protein_coding,GRXCR2
5,145316142,145461354,ENSG00000156463.12,protein_coding,SH3RF2
5,145463949,145483932,ENSG00000173261.4,protein_coding,PLAC8L1
5,145492601,145562223,ENSG00000133706.12,protein_coding,LARS
5,145583113,145718814,ENSG00000091009.6,protein_coding,RBM27
5,145718587,145720083,ENSG00000091010.4,protein_coding,POU4F3
5,145780544,145786922,ENSG00000248842.1,lincRNA,CTB-1H10.1
5,145826874,145891524,ENSG00000113649.7,protein_coding,TCERG1
5,145892666,145895753,ENSG00000173250.2,protein_coding,GPR151
5,145967936,146464347,ENSG00000156475.13,protein_coding,PPP2R2B
5,146614526,146767415,ENSG00000169302.10,protein_coding,STK32A
5,146770374,146889619,ENSG00000113657.8,protein_coding,DPYSL3
5,146967990,147162338,ENSG00000176049.10,protein_coding,JAKMIP2
5,147204131,147211349,ENSG00000164266.5,protein_coding,SPINK1
5,147250245,147261754,ENSG00000164265.4,protein_coding,SCGB3A2
5,147260289,147286101,ENSG00000178776.4,protein_coding,C5orf46
5,147405246,147516852,ENSG00000133710.11,protein_coding,SPINK5
5,147549296,147554961,ENSG00000196800.2,protein_coding,SPINK14
5,147582357,147594700,ENSG00000178172.2,protein_coding,SPINK6
5,147618133,147622157,ENSG00000248109.1,lincRNA,CTC-295J13.3
5,147647743,147665817,ENSG00000214510.5,protein_coding,SPINK13
5,147647870,147763346,ENSG00000247199.3,lincRNA,RP11-373N22.3
5,147691982,147695485,ENSG00000145879.5,protein_coding,SPINK7
5,147700766,147719412,ENSG00000204909.3,protein_coding,SPINK9
5,147763498,147822399,ENSG00000145868.12,protein_coding,FBXO38
5,147830595,148056798,ENSG00000164270.13,protein_coding,HTR4
5,148206156,148208196,ENSG00000169252.4,protein_coding,ADRB2
5,148303202,148442726,ENSG00000169247.7,protein_coding,SH3TC2
5,148442880,148489350,ENSG00000250072.1,lincRNA,CTC-529P8.1
5,148521046,148640105,ENSG00000173210.14,protein_coding,ABLIM3
5,148651434,148721365,ENSG00000157510.9,protein_coding,AFAP1L1
5,148724993,148734146,ENSG00000164284.10,protein_coding,GRPEL2
5,148737570,148749216,ENSG00000145882.6,protein_coding,PCYOX1L
5,148750887,148783765,ENSG00000127743.5,protein_coding,IL17B
5,148786252,148805957,ENSG00000249669.2,lincRNA,MIR143HG
5,148786526,148793660,ENSG00000253864.1,lincRNA,AC131025.8
5,148871760,148931007,ENSG00000113712.10,protein_coding,CSNK1A1
